song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language
SP8754,Nothing line need.,Melanie Smith,Treat.,Country,26/5/1996,279,31,57082196,English
SP5680,Scene wonder.,Reginald Rodriguez,Bill.,Hip-Hop,27/3/1999,222,14,55902864,English
SP0297,Important party.,Joshua West,Per of.,Pop,7/10/2012,244,15,12500853,Korean
SP8087,Point even activity.,Stephanie Nelson,Station.,Hip-Hop,8/12/2004,295,36,99781140,English
SP6760,Modern radio seven.,Bethany Benitez,Choice particularly.,Electronic,18/12/2022,135,25,34305510,French
SP6682,Yet all save.,Calvin Perez,Student.,Country,23/11/2020,186,89,96042284,English
SP8733,Food skill.,Janice Marquez,Onto family.,Hip-Hop,17/2/2005,259,87,68509434,Italian
SP2390,Everything usually find miss.,Roberto Martin,Week.,Pop,28/6/2007,226,19,95987025,English
SP5644,Four even old city.,Alex Wiley,Itself water.,Folk,10/2/1998,265,25,2152056,English
SP7041,Region allow brother.,Ricky Li,Especially question.,Folk,18/8/2023,238,47,49400756,English
SP1199,Drug must concern.,Briana Macias,During.,Electronic,14/9/1998,208,96,78685081,English
SP1371,Accept floor maintain.,Michael West,Suggest.,Electronic,20/3/2017,215,99,9680719,English
SP1250,Lead them new.,Joseph Sparks,North single.,Classical,19/1/2000,276,82,55622385,English
SP0066,Growth radio.,Jack Jackson,Method.,Pop,28/5/1999,263,69,82127709,Spanish
SP3816,Section within house.,Gina Bailey,Whether.,Country,25/1/2024,175,47,65093988,Spanish
SP6825,Organization become budget game.,Tina Glover,Remain.,Electronic,8/3/1998,213,6,80584021,English
SP6403,Start movement.,Joseph Neal,Probably source.,Pop,27/4/2024,235,1,98747002,Spanish
SP1339,Challenge plan drug.,Benjamin Matthews,Sometimes ahead.,Country,22/1/2017,270,30,30599744,English
SP0803,Moment recognize dark.,Shelly Garcia,Study.,Hip-Hop,1/12/1994,212,36,66440531,Italian
SP0824,Ground lose.,Maria Fisher,Performance.,Hip-Hop,9/6/2008,162,5,66589009,English
SP0158,From start.,Joseph Roberts,Offer.,Hip-Hop,28/1/2024,230,37,32612758,English
SP2987,Question particular.,Michael Hensley,Live pass.,Electronic,5/1/2003,307,30,5048949,Spanish
SP2418,Safe campaign.,Jessica Bennett,Truth night.,Pop,3/1/2013,302,37,71568326,English
SP4934,Situation lot.,David Dennis,Attorney military.,Hip-Hop,23/1/2015,225,100,40095039,English
SP2025,Standard relate.,Mr. Daniel Powell,Despite resource.,Pop,2/9/1998,255,47,52664479,English
SP6056,Value win collection.,David Matthews,Close go.,Jazz,3/7/2005,210,44,22683316,Spanish
SP7044,Already could.,Brian Martin,Prevent evening.,Electronic,10/3/2018,218,7,12708901,English
SP7780,Company affect.,Sarah Hunt,Newspaper value.,Pop,21/3/2019,224,29,45161640,English
SP7084,Future family.,Kelsey Ferguson,Tv debate.,Electronic,29/9/2012,281,19,58529722,German
SP5522,Rock medical become.,Megan Burgess,Follow.,Pop,11/11/2016,264,93,32613254,French
SP7713,Left increase mention.,Tiffany Kelley,Or leave.,Hip-Hop,22/11/2013,203,10,94679690,English
SP3310,Start range pass.,Dustin Cox,Thing.,Hip-Hop,21/8/2019,266,79,49559161,English
SP5586,Remember out owner.,Janice Young,Hair.,Jazz,22/2/2000,310,47,3225325,English
SP4908,Eye arm music.,Brandon Nelson,Visit.,Hip-Hop,30/7/1999,272,15,37820619,English
SP5544,Apply step quite.,Linda Padilla,When.,Hip-Hop,2/12/1996,264,11,25617937,English
SP8604,Foreign exist.,Sherry Thomas,Find.,Country,30/5/2001,284,57,16571503,English
SP6960,Add hospital whom.,Miranda Burton,Fact.,Jazz,10/8/2000,240,96,51626529,English
SP4537,Certainly deal production.,Ryan Sexton,How cultural.,Pop,23/4/1996,227,12,74579019,English
SP9598,Require candidate kind.,Cody Montgomery,Responsibility your.,Pop,25/10/2005,258,88,48028820,French
SP3531,Particular civil.,Heather Davis,Within.,Hip-Hop,6/5/2019,241,10,50128557,French
SP0994,Mean day ago.,Clifford Lindsey,Available.,Hip-Hop,9/5/2020,207,28,98117904,English
SP9394,Show close.,Troy Phillips,Economic probably.,R&B,8/9/2016,264,95,1361601,Korean
SP0983,Born nothing eat.,Ashley Bailey,These.,Pop,20/5/2021,260,64,711424,French
SP2208,Environmental power let.,Kenneth Ramos,Worker.,Hip-Hop,2/12/1995,259,47,70519509,German
SP5351,Student audience send.,Wyatt Barker,Stop.,Country,4/1/2008,186,93,15382519,Japanese
SP1224,Kid light.,Brent Smith,Audience.,Hip-Hop,5/3/2022,316,63,36278589,English
SP8724,Pay weight.,Morgan Jones,Range.,Hip-Hop,27/8/2013,220,39,94540381,English
SP2744,Morning forward.,Joe Martinez,Happen.,Electronic,8/4/1999,284,98,53379915,Spanish
SP4032,Its sound college.,Lisa Strickland,Decade ok.,Hip-Hop,8/12/2022,215,24,76138077,English
SP6478,Stock another significant.,Stacey Lewis,Five ok.,Electronic,18/4/2001,264,77,51832600,English
SP8863,Hour economy this.,Melissa Scott,Field owner.,Hip-Hop,2/4/2019,306,43,45098139,English
SP3669,Hope alone.,Beverly Cantu,Population.,Electronic,24/3/2005,168,37,56022459,French
SP5128,Card defense way.,Jamie Day,Interview.,Pop,4/3/2017,301,30,87386935,English
SP5191,Activity any approach.,Phillip Graham,Especially protect.,Hip-Hop,16/12/2003,246,97,36665140,Spanish
SP0130,Prevent during officer purpose.,Renee Sullivan,Ago.,Pop,19/5/2002,283,99,97797749,English
SP6185,Voice effect summer.,Michelle Turner,Challenge few.,Classical,27/8/1996,143,85,69022212,Italian
SP0177,Type believe.,Brandon Turner,President.,Country,29/7/2014,265,70,33759977,English
SP1169,When finally could.,Erica Benson,Foot.,Hip-Hop,9/2/2024,250,98,19384354,German
SP6671,Buy act if town.,Jason Moss,Training cover.,Hip-Hop,12/10/2012,208,37,94696416,English
SP5218,Main notice.,Michael Robinson,Open wife.,Electronic,30/8/2017,202,84,96123767,English
SP7093,Name.,Kathleen Nelson,Nation throughout.,Electronic,15/2/2008,255,9,53577663,English
SP7771,Economy effort physical.,Anthony Cooper,State.,Electronic,15/11/2010,233,4,61436831,Spanish
SP1295,Watch inside visit.,Sarah Lowery,Participant pick.,Hip-Hop,24/9/2017,249,21,93792705,German
SP9348,Look establish while.,Joseph Bauer,Them police.,Hip-Hop,9/7/2000,263,33,86588185,English
SP4212,For maybe likely.,Sarah Butler,Must.,Hip-Hop,27/7/2001,222,58,22490392,English
SP0867,Pick student one.,Meredith Morris,Team some.,Hip-Hop,9/11/2020,203,56,50962328,English
SP1884,Quite.,Maria Marshall,Likely theory.,Hip-Hop,20/4/1997,318,22,40447042,English
SP0914,Someone film.,James Salazar,Nothing.,Electronic,23/8/1998,196,3,29327080,Spanish
SP2780,Always sign.,Jonathan Gordon,Clearly.,Electronic,29/9/2022,310,7,48392231,English
SP2989,Tell office certain.,Kimberly Porter,Suffer.,Electronic,10/2/1995,169,53,92536332,English
SP8047,Later establish.,Jennifer Colon,Claim today.,Jazz,14/10/1998,217,63,99045704,English
SP5328,Since sure while.,David Reed,Tell well.,Electronic,6/6/2023,213,54,9526169,English
SP9487,Media.,Melissa Ramirez,Major.,Electronic,31/3/2002,167,14,905472,Japanese
SP1082,Bit true.,Mrs. Jenny Lawrence,Personal citizen.,Hip-Hop,21/4/2009,343,54,39661154,English
SP5614,Indeed image.,Kenneth Heath,They to.,Hip-Hop,10/5/2016,268,45,88235212,Korean
SP0052,Play firm thought whom.,Felicia Singh,Travel.,Hip-Hop,3/10/2024,243,73,18399148,Korean
SP9785,Role animal school.,Rachael Evans,Loss case.,Pop,29/5/2016,236,9,7054169,Spanish
SP5924,Agreement medical.,Daniel Torres,Teach run.,Pop,7/5/1995,255,18,63606920,English
SP4278,Tax goal tend.,Kristin Fuller,Until property.,Folk,8/8/2020,189,25,60466028,Japanese
SP3224,Three capital.,Troy Caldwell,American.,Pop,10/8/2017,237,8,49740771,English
SP0934,Mrs care.,Chris Johnson,West.,Electronic,11/11/2020,236,59,95567381,German
SP4594,Build different word.,Andrew Smith,Study tend.,Electronic,12/8/2019,259,37,42744432,English
SP6219,Have child road.,Amy Meza,Always ball.,Electronic,7/4/2010,256,66,83631598,French
SP0716,Guy if early.,Nicholas Li,Total.,Pop,21/2/2021,238,67,70454183,English
SP6490,Necessary south necessary.,Alyssa Coleman,Step.,Hip-Hop,2/7/2000,228,5,63948587,English
SP7010,Democratic mean.,Jack Torres,Subject.,Electronic,8/2/2010,209,65,70093921,Italian
SP8354,Least listen.,Dustin Riley,Catch.,Hip-Hop,16/12/2021,250,90,39294708,English
SP1850,National other discussion.,Jason Morrow,Actually.,Pop,28/1/1996,261,26,64646354,English
SP3055,Space laugh mission.,Tina Johnson,Think network.,Electronic,6/12/1999,214,70,23003237,English
SP2411,Training early increase.,Tonya Perez,Have seem.,Electronic,17/3/2023,223,99,95443568,English
SP2309,Machine.,Nancy Costa,Officer.,Electronic,29/10/2011,294,8,21725579,French
SP8981,Sure.,Jessica Johnson,Region should.,Electronic,15/9/2015,282,61,12323709,English
SP2121,Must also in.,Daniel Blake,Upon.,Pop,30/8/2002,149,11,68811412,English
SP0436,Reveal.,Jessica Rice,Situation.,Hip-Hop,13/2/2007,277,14,37808606,English
SP5565,Bad money southern.,Allen Williams,Population brother.,Jazz,25/8/2019,292,42,12543530,English
SP0678,Anything which.,James Parsons,System professor.,Pop,11/11/2007,282,3,30397455,English
SP6094,Poor break.,William Mendez,Toward stage.,Electronic,27/3/2003,250,97,80434873,English
SP0318,Need service grow.,Kenneth Rivers,Over.,Pop,20/4/1996,84,37,39178858,German
SP6120,Call specific career issue.,Meghan Cunningham,Enter.,Hip-Hop,8/6/2003,80,60,27398074,French
SP9017,Result special during.,Laura Mitchell,Last.,Folk,24/7/2005,147,16,34049548,English
SP1660,Say truth draw.,Mary Edwards,All not.,Country,4/9/2010,265,45,18683890,English
SP9929,Them general commercial.,Jeffery Peterson,Describe glass.,Electronic,28/3/2004,238,39,149302,Japanese
SP9448,Natural owner exactly.,Gary Wong,Arm.,Pop,27/1/1997,205,27,44099916,Spanish
SP8457,Away total.,Edwin Manning,Nearly large.,Pop,4/8/1997,255,70,65331087,English
SP9752,Few through walk.,Debra Santiago,Push.,Jazz,21/3/2006,280,50,72431712,English
SP4438,Need dream everyone.,Sarah Thomas,Product town.,Pop,28/2/2012,162,32,93300241,Korean
SP1182,Move quite I.,Laura Huber,Particularly clearly.,Pop,29/11/2006,171,67,83706695,English
SP9085,Bit doctor catch next.,Caleb Galvan,After.,Electronic,7/7/2018,237,40,68531299,English
SP2494,Order money seek.,Summer Winters,Forward.,Electronic,28/4/2019,180,38,57792512,English
SP7331,Nature church.,Ashley Zhang,Article west.,Hip-Hop,4/10/1996,259,33,42673117,English
SP2627,Fly box.,Randall Dominguez,Speech.,Country,5/10/2020,263,27,45325969,Spanish
SP4875,Sometimes street if course.,Tammy Porter,Development dark.,Electronic,15/7/2004,275,49,86177886,English
SP8470,Last step.,Tiffany Velez,Pm.,Hip-Hop,5/6/2018,235,82,34153687,English
SP9502,Phone own company.,Courtney Acevedo,Economic.,Hip-Hop,20/7/2014,228,37,85958718,English
SP9484,Score pass follow.,Edwin Carroll,Cost.,Electronic,11/11/2013,206,21,20929297,English
SP9433,Wife glass.,Mario Owen,Least rate.,Electronic,25/12/2008,247,73,40117073,English
SP3070,Station where.,Brittney Rodriguez,Be word.,Hip-Hop,15/2/2004,239,19,17044556,English
SP6316,Firm unit box.,Charles Hill,Deep.,Electronic,15/9/2020,244,26,97304910,Korean
SP7782,Speech find group.,Lisa Park,Ask with.,Pop,22/3/2005,232,53,44369807,English
SP8414,Dinner fund together.,Katrina Benton,Oil stay.,Hip-Hop,20/1/1995,259,31,50534230,English
SP3770,See evening.,Paul Carlson,Nothing.,Hip-Hop,31/10/2019,318,56,86209230,English
SP3083,End exactly those.,Paul Stephens,Push.,Electronic,10/8/1995,214,72,19213261,English
SP4447,Pm more picture.,Monica Fitzgerald,Stock student.,Pop,10/11/2020,215,12,164071,Korean
SP6935,Exactly each measure.,Alyssa Li,Letter live.,Jazz,16/4/1999,287,52,95974772,English
SP7562,Body who career seem.,Dawn Zhang,Else power.,Hip-Hop,13/2/2009,211,46,75603724,English
SP0281,Benefit newspaper eat one.,Michael Martin,Thank.,Electronic,14/9/2013,200,94,93104404,English
SP3781,Type blue.,Timothy Johnson,Nice actually.,Folk,28/4/2021,219,49,52352460,Spanish
SP7061,Fight such.,Cassie Miller,Skill.,Pop,20/3/2010,289,36,76049973,English
SP8493,Or recently sort.,Andrea Holmes,Lot.,Hip-Hop,1/10/2020,266,67,10711978,English
SP1504,Growth build throughout call.,Jasmine Taylor,Growth down.,Electronic,24/3/2018,153,73,63639129,English
SP2204,Medical.,Christopher Morris,Appear into.,Hip-Hop,23/4/2021,171,6,20321701,English
SP9963,President about.,Mrs. Megan Thompson,Truth.,Classical,9/11/2000,139,86,9822621,English
SP3910,Husband.,Dawn Freeman,Whether serious.,Hip-Hop,1/1/2008,321,3,34638444,Spanish
SP7777,Market account.,Tracy Powers,Common sign.,Pop,2/2/2022,256,11,43544565,English
SP6266,Official sea.,Brandon Clark,May.,Pop,7/3/2020,310,74,71355727,English
SP9094,Professor happen force.,Shawn Jones,Analysis.,Electronic,19/8/2003,192,6,75733217,Spanish
SP5710,Cell local.,Elizabeth Dean,Phone mouth.,Hip-Hop,11/7/2006,235,37,41675511,French
SP6628,However avoid the.,Heather Jackson,Your.,Hip-Hop,2/2/2009,289,93,24012231,English
SP7357,Care close once.,Crystal Harrison,Usually.,Classical,23/8/2004,243,20,86179193,Spanish
SP8772,Themselves when religious.,Diane Harris,International movement.,Hip-Hop,23/1/2017,248,5,21552253,Korean
SP9627,Heavy.,Brenda Bailey,Law she.,Pop,11/4/2002,332,5,45459065,Spanish
SP7973,Without article.,Ruben Rodriguez,Behavior here.,Electronic,18/1/2023,265,75,88860557,Italian
SP3283,Card safe life.,Katherine Reynolds,Training.,Pop,31/10/2021,236,78,31948406,French
SP3683,South identify increase.,Lisa Moreno,Ever.,Electronic,21/8/2010,190,62,6417050,English
SP0266,Dog hear.,Brooke Willis,Guess.,Electronic,26/6/2012,257,82,52423818,Korean
SP9803,Win gas.,Dennis Williams,Eat.,Jazz,14/8/2022,269,80,18128878,English
SP8308,Oil cold tonight.,Matthew Phillips,Great floor.,Pop,13/6/2010,217,16,85619499,English
SP7399,Low mean.,Karen Garcia MD,Number information.,Classical,8/4/2006,286,59,35576145,English
SP5037,State available.,David Branch,Sometimes.,Electronic,19/11/2019,289,89,57955364,English
SP7271,Take leader.,Mark Curtis,Responsibility.,Hip-Hop,17/4/2023,235,44,35660861,Spanish
SP3672,Financial man type book.,Amber Santos,Why.,Country,26/3/2010,296,64,53548085,English
SP7694,Save say.,Tonya Smith,Box water.,Electronic,3/2/2009,221,46,34819688,English
SP4459,Thus analysis spend.,Jessica Martinez,Whose.,Electronic,18/3/2013,255,92,28838126,English
SP6406,Important.,Nicole Fields,Manage.,Electronic,7/1/2002,249,22,69226945,French
SP6822,I admit coach help.,Sarah Jones,Indeed baby.,Electronic,26/6/2024,266,72,74151212,Korean
SP1785,Prevent economy important.,Nicole Brown,Until.,Hip-Hop,27/1/2013,253,80,92043232,English
SP3928,Writer professional.,Carolyn Smith,Growth create.,Reggae,15/1/2003,298,28,99951462,English
SP0519,Perhaps radio film.,Edward Rush,Economy nearly.,Pop,4/4/1995,297,20,89749418,English
SP8966,Later say.,Eric Walker,In place.,Electronic,31/8/1995,272,1,98728242,English
SP0116,Begin rest share.,Nathaniel Porter,Mission enjoy.,Pop,27/9/2006,224,35,11762265,English
SP7369,Maintain picture.,Richard Collins,Ground father.,R&B,17/4/1995,237,23,4656273,English
SP6909,Compare page.,Alexandra Cantu,Hospital.,Pop,5/2/2003,239,95,14612305,English
SP1216,Piece voice.,Harold Armstrong,Argue.,Country,27/5/1995,291,90,99928368,English
SP9546,Form mention despite.,Steve Nixon,Customer.,R&B,6/6/2021,282,13,2222696,German
SP1509,Wonder age.,Joshua Fleming,Whatever travel.,Hip-Hop,31/12/2000,283,24,46805916,Korean
SP6734,Radio better difference.,Tiffany King,Statement.,Hip-Hop,1/8/2022,281,86,82932041,Korean
SP1028,These.,Alexandra Rodriguez,Level almost.,Hip-Hop,8/2/2016,214,3,20713353,English
SP4988,Fund ability around.,Albert Garner,Focus.,Hip-Hop,28/9/2019,264,89,91056347,English
SP0388,Remain Mr.,Robin Graham,Letter.,Electronic,15/1/2022,225,96,45505797,English
SP3383,Scientist support.,Sheri Vega,Instead.,Pop,24/2/1997,214,80,13444772,English
SP3230,Air adult list.,Andrew Moore,Budget.,Electronic,22/9/2024,201,92,86991316,German
SP4749,Democratic beautiful.,Christopher Burns,Race.,Hip-Hop,1/10/2002,241,46,81504858,English
SP7674,Course success.,Jonathan Cook,Part.,Pop,7/4/2023,323,94,37182611,English
SP7123,Phone somebody throughout.,Angelica Gomez,Believe others.,Electronic,4/9/2020,303,68,32604435,English
SP1760,Four truth form.,Laurie Matthews,Economic environment.,Reggae,22/8/2024,337,5,24926015,English
SP0188,Attention big.,Tyler Stark,He.,Hip-Hop,17/5/2001,184,89,81603825,English
SP0664,Read meeting.,Danny Richards,Add.,Hip-Hop,11/9/2019,228,82,20361586,English
SP3700,Small language.,David Dickson,Question stand.,Pop,7/8/2008,307,60,36134879,English
SP6151,Movement trip I.,Mr. Adrian Blanchard,Leader.,Folk,11/2/2006,260,22,92443022,Korean
SP5553,Some not.,Brian Moore,Onto.,Hip-Hop,8/6/2013,281,62,18834563,English
SP3635,Republican despite.,Andrew Hall,Government story.,Hip-Hop,22/12/2005,248,19,4864547,English
SP8813,Be can clear.,Erik Jones,Far.,Electronic,13/4/2004,295,30,59090166,English
SP6630,Modern conference world amount.,Bryan Brown,Affect.,Country,27/12/2016,239,66,52058527,English
SP4583,Really movement.,Richard Thomas,War.,Pop,4/8/2023,217,70,72512922,English
SP9695,Cause example hit.,Joseph Black,Recently different.,Electronic,23/7/2022,239,100,34316217,Spanish
SP4488,Here trial choose everything.,Kimberly Walker,Past.,R&B,3/7/2002,238,85,28302289,English
SP8964,Late very.,Brent Thompson,Artist.,Hip-Hop,5/2/2017,219,18,16414707,English
SP0218,Say itself.,Justin Hill,Officer arm.,Electronic,5/8/2016,239,50,3471176,English
SP6627,Born scientist.,Angela Munoz,Care make.,Hip-Hop,24/11/2021,273,85,92838310,English
SP9892,Seat father agent.,Jeffrey Taylor,Meeting second.,Electronic,24/8/2014,282,23,41067483,English
SP6791,Stuff strong.,Adrian Fox,Growth.,Folk,16/8/2000,266,88,70158293,English
SP2968,Leave fly.,Taylor Petty,Issue discuss.,Electronic,12/7/2006,312,85,46487838,English
SP9613,Treatment likely police.,Justin Martin,Write animal.,Electronic,13/5/2009,292,38,13422329,English
SP3785,Radio size.,Jeffrey Johnson,Decade.,R&B,23/7/2012,242,1,29327639,English
SP3158,Third take.,Jessica Sharp,Trade.,Hip-Hop,3/1/2009,190,27,93404710,English
SP1009,Sound hand.,Stephanie Stephens,Employee car.,Hip-Hop,6/7/2015,256,38,41069781,English
SP6917,Weight affect.,Theodore Lamb,Nor realize.,Electronic,5/5/1995,205,11,99423258,English
SP9932,There sea.,Taylor Cooper,Member skin.,Classical,24/3/2021,251,78,13921290,English
SP1998,Pass report.,Natasha Elliott,Painting own.,Pop,12/8/2000,222,80,17112128,Spanish
SP8807,Lawyer turn ago.,Keith Andrews,Treat design.,Pop,16/4/2021,225,3,84797472,English
SP0913,Serious strong answer.,Tony Rivera,Whose.,Hip-Hop,7/2/2009,216,35,20337465,English
SP6892,Charge left.,Tiffany Baker,Fill include.,Pop,11/7/1996,350,66,89554459,English
SP3610,Force painting.,Michael Mills,Campaign.,Pop,17/11/2016,241,54,64880468,Japanese
SP1961,Someone unit involve.,Duane Terry,Hospital around.,Jazz,4/4/2007,203,85,53164464,English
SP6821,Find mouth yeah.,Shane Clark,Yourself.,Classical,5/5/2019,394,46,51327351,English
SP4718,Travel democratic.,Kimberly Williamson,Stock less.,Hip-Hop,29/8/2012,245,66,67911478,English
SP6516,Soon environmental design.,James Rogers,Industry.,Pop,2/1/1997,259,18,17112376,English
SP3880,Must.,Shane Carter,Quality.,Hip-Hop,6/8/2014,207,41,3123001,English
SP1142,Early use.,Jeremy Williams,Positive.,Pop,24/12/1999,233,46,88646853,English
SP3985,Eat training.,Christopher Thompson,Someone give.,Electronic,15/4/2011,294,14,82599062,English
SP7700,Beyond run system.,Kimberly Marshall,Account become.,Hip-Hop,12/10/1999,253,20,87517282,Spanish
SP5138,Social task.,Sara Garrett,Rock call.,Hip-Hop,21/4/2018,248,20,4372850,English
SP8820,Bar add tax.,Anthony Hansen,Seek next.,Hip-Hop,12/6/2023,215,17,33297535,English
SP9530,Spend visit.,Julia Short,Force on.,Hip-Hop,23/2/1996,205,36,47516389,English
SP2658,Performance computer hard town.,Mr. William Erickson,Without more.,Electronic,3/8/2018,193,62,12116474,Spanish
SP8782,Pressure list.,Joel Diaz,Mother level.,Electronic,12/5/2012,322,66,49342384,English
SP8793,A statement.,Marcus Stephenson,Beautiful role.,Hip-Hop,7/6/2019,326,42,60486619,English
SP0029,Fact cell wall tend.,Nicole Dunn,Film peace.,Jazz,28/11/2012,288,72,72331654,English
SP0570,Every mind.,Susan Bradley,Bar.,Hip-Hop,13/11/2022,179,93,76914854,English
SP8081,Relationship probably include.,Tammy Garcia,Social.,Electronic,4/7/2017,238,10,8910963,English
SP7077,Often find.,Tina White,Glass long.,Pop,25/10/1999,226,21,16113511,Spanish
SP0515,Fight.,Dawn Kelly,Oil executive.,Electronic,26/1/1997,226,74,80689798,French
SP6588,Piece former difference.,Thomas Frazier IV,Loss.,Country,5/11/1998,262,35,42976710,English
SP0767,Teacher effort.,Patricia Harrington,Send.,Jazz,7/8/1995,218,4,97861246,English
SP1549,Top provide need.,Sarah Brown,Term.,R&B,1/10/2014,207,65,88459775,English
SP6942,Different teach.,Michael Miller,Recognize sure.,Hip-Hop,2/7/1998,280,81,37638124,English
SP1875,Dream get other.,Marie Perry,Peace catch.,Electronic,1/5/1995,259,1,99227741,German
SP2771,Type.,Ronald Holloway,Only.,Electronic,19/1/2024,261,16,66056324,English
SP4290,Leave listen skill we.,Jordan Randolph,See also.,Reggae,23/5/1998,144,20,3467625,Italian
SP7679,Husband oil strong natural.,Jonathan Griffin,Plant race.,Folk,12/5/2006,312,30,42291863,English
SP3360,Smile buy admit.,Valerie Gardner,Yet.,Hip-Hop,9/7/1998,294,10,68912403,English
SP6958,Cultural prove imagine.,Carl Peck,Interest.,Pop,30/7/1996,225,86,53673427,English
SP3911,Reason watch night.,Patricia Bush,List buy.,Pop,8/2/2005,212,55,20637620,English
SP5616,Let be center.,Thomas Stevens,See himself.,Pop,26/6/2014,275,67,52209459,French
SP8760,Camera test live.,Ashley Flynn,Item inside.,Hip-Hop,5/10/2018,251,77,63879118,Italian
SP6467,Eat bed eye peace.,Kevin Smith,Part hard.,Folk,21/11/2006,268,54,63127210,German
SP8040,Today in already.,Julie Butler,Guess data.,Folk,22/3/2004,269,64,27671020,English
SP4054,Nature red response.,Brandy Duncan,Push.,Hip-Hop,9/4/2009,253,45,76428632,English
SP1891,Whose few test feel.,Todd Lee,Green.,Folk,27/6/1997,300,96,70603920,English
SP6489,Hold position seem.,Rachael Payne,Trip city.,Country,29/4/2009,240,13,15536512,English
SP9119,Factor kid.,Claudia Hall,Memory each.,R&B,29/10/2003,217,52,55323269,English
SP8657,Particular occur.,Marisa Stanley,Lead.,Pop,16/3/2002,214,41,49443882,English
SP6273,Television want.,Rick Johnson,Pick.,Folk,19/7/1999,235,84,1687144,English
SP3322,Large similar.,Cameron Ibarra,Civil.,Jazz,7/8/2022,305,31,36169323,English
SP3528,General blood name raise.,Christopher Macdonald,Sound.,Hip-Hop,20/4/2022,250,63,48588313,English
SP1221,Down security woman.,Emily Johnson,Social.,Pop,16/11/2023,340,90,5519918,English
SP8433,Government appear visit.,Joseph Cole,Gas growth.,Hip-Hop,2/8/2019,224,58,7999498,English
SP8860,Director laugh office.,Monica Morrow,Truth.,Hip-Hop,15/12/2009,201,98,81134235,Japanese
SP9113,Today almost support.,Alison Sanchez,Mr case.,Electronic,16/6/2020,275,66,78404985,English
SP8325,One account.,Jordan Lindsey,Mind floor.,Pop,4/3/1996,213,16,90951884,English
SP5279,Wall nature indeed.,William Barnes PhD,Citizen arm.,Electronic,29/4/1995,184,21,14342925,Korean
SP5144,Environmental woman.,Kaitlyn Lewis,Heavy.,Pop,14/4/2017,208,11,66054814,English
SP2910,Could information.,Jo Robinson,So adult.,Hip-Hop,24/2/1996,259,62,473957,French
SP3956,Science indeed prepare.,Diana Fernandez,Fine see.,Electronic,26/7/2006,293,51,73536618,Spanish
SP9843,So hear.,Mrs. Bonnie Cruz,Produce.,Electronic,22/5/2003,260,48,43933761,English
SP3496,Along.,Larry Richard,Think or.,Electronic,18/12/2022,245,41,39214472,French
SP5944,Very expect.,Michelle Richardson,Picture wide.,Electronic,9/6/1996,214,19,41858290,Spanish
SP7158,Cup professional number.,Joshua Ewing,Social conference.,Electronic,29/3/2021,199,50,54058753,Korean
SP3328,Free her summer.,Gary Taylor,Exactly.,Pop,13/9/1997,204,69,28520935,English
SP3860,Middle physical floor.,Kenneth Garcia,War.,Country,12/9/2017,272,84,9961575,French
SP6688,Save product often.,Teresa Diaz,Address.,Pop,15/3/2007,303,79,95008653,French
SP9903,Forward meeting.,Katherine Duncan,Include ok.,Hip-Hop,18/1/2010,274,59,5109668,Korean
SP3139,Beautiful official collection.,Jessica Page,Activity.,Pop,12/11/2003,211,6,40135747,English
SP4918,My make president.,Samuel Noble,Young.,Hip-Hop,21/4/2010,265,8,59299019,English
SP8929,Natural common card.,Brian Howard,By.,Pop,24/8/2015,198,94,9530639,Spanish
SP6052,Chair tell player.,Sean Singh,Be.,Hip-Hop,11/4/1998,159,100,37950078,Korean
SP6634,Military road.,Todd Wilson,While still.,Hip-Hop,2/3/1999,256,27,19227971,English
SP7792,Join necessary Congress.,Ryan Krueger,Catch difference.,Pop,31/7/1995,167,58,55988785,Korean
SP8022,Fish more yes.,David Thompson,Despite visit.,Hip-Hop,25/2/1997,190,92,70912643,English
SP3761,Get usually fire.,Heather Dean,Who.,Hip-Hop,2/8/1999,185,79,24954129,English
SP5853,Step.,Zachary Parker,Can no.,Pop,23/2/2019,154,100,64234171,English
SP8313,Again order fire.,Christopher Blair,No charge.,Pop,4/5/2017,313,31,56792830,French
SP0964,Return offer friend.,John Hunter,Institution no.,Country,23/12/2011,213,27,84775297,English
SP0168,Some media.,Melanie Johnson,Walk late.,Electronic,21/11/2015,308,97,29792770,German
SP0042,Nice across.,Teresa Robinson,Professional.,Hip-Hop,7/8/1995,240,42,11528011,English
SP1064,Home their.,Sandra Bennett,Statement ask.,Hip-Hop,16/8/2006,153,89,36133951,Italian
SP0309,Majority look.,Laurie Moore,Painting society.,Pop,27/1/2010,245,75,73950326,English
SP9270,Husband beyond.,Stacy Reyes,How executive.,Classical,22/3/1995,350,9,22468562,English
SP3999,We teacher wide collection.,Andrew Duke,Cold support.,Pop,25/5/2020,291,21,63559623,English
SP9951,Specific hope interesting.,William Saunders,Usually.,Hip-Hop,1/5/2021,221,59,36402938,English
SP5692,Draw guy.,Heather Riggs,Seven detail.,Hip-Hop,23/10/2021,264,56,89993838,French
SP3951,Certainly break woman.,Kristen Cooper,Brother student.,Hip-Hop,26/10/2015,238,89,10893703,German
SP0275,Author language allow.,James Taylor,Win behavior.,Electronic,28/5/2003,356,73,68860479,English
SP4016,Free shake similar.,Teresa Lynch,But mission.,Pop,24/6/2022,269,98,73159992,English
